1070;1;Air de Céline .;191;AIR de Céline.;1
1070;2;Air : Depuis long - temps j'aimais Adèle.;229;AIR : Depuis long-temps j'aimais Adèle.;1
1070;3;Air des petits appartemens.;395;AIR des Petits Appartemens.;1
1070;4;Air : Muse des bois.;449;AIR : Muse des bois.;1
1070;5;Air nouveau de M. Roger.;485;Air nouveau de M. Roger.;1
1070;6;Air : .On se taira . ( du Cousin Frédéric ) .;606;Air : On se taira. (du Cousin Frédéric).;1
1070;7;Air : Je saurais bien te faire marcher droit .;754;Air : Je saurais bien te faire marcher droit.;1
1070;8;Air : nouveau de M. Roger.;964;Air : nouveau de M. Roger.;1
1070;9;Air : Vaudeville de l'Artiste .;1370;Air : Vaudeville de l'Artiste.;1
1070;10;Air : Quand papa lapin mourra .;1469;AIR : Quand papa lapin mourra.;1
1070;11;Air : heureux habitans,;1587;Air : heureux habitans.;1
1070;12;Air : Pourquoi me réveiller? ( Gentilhomme de;1699;Air : Pourquoi me réveiller ? (Gentilhomme de;1
1070;13;Air de Colalto .;1790;AIR de Colalto.;1
1070;;CHOEUR .;1824;;0
1070;14;Air : Ronde de la pauvre fille .;1826;Air : Ronde de la pauvre fille.;1
1070;15;Air : Vaud. de la famille de l'Apothicaire.;1936;Air : Vaud. de la famille de l'Apothicaire.;1
1070;;CHOEUR .;1994;;0
1070;16;Air : Vos maris en Palestine.;2046;AIR : Vos maris en Palestine.;1
1070;17;CHOEUR .=Air : Quoi c'est Félix .;2185;AIR : Quoi c'est Félix.;1
1070;;FINAL .;2406;;0
1070;18;Air : Final de l'Auberge de Bagnères.;2408;AIR : Final de l'Auberge de Bagnères.;1
1070;19;Air de M. Roger.;2904;Air de M. Roger.;1
1070;20;Air de Teniers.;3028;AIR de Teniers.;1
1070;21;Air de la chantelaine ( madame Duchange .);3283;Air de la chantelaine (madame Duchange.);1
1070;22;CHOEUR .=Air : Puisquç la gloire nous appelle.;3321;AIR : Puisque la gloire nous appelle.;1
1070;23;CHOEUR .=Reprise.;3437;AIR : de la Zelmira. (Reprise du précédent.);1
1070;24;Air nouveau de M. Roger.;3585;Air nouveau de M. Roger.;1
1070;25;Air : On dit que je suis sans malice .;3817;AIR : On dit que je suis sans malice.;1
1070;26;Air : Allons partons et revenons bien vite .;3907;AIR : Allons partons et revenons bien vite.;1
1070;27;Air : Adieu , je vous fuis, bois charmans .;3979;AIR : Adieu, je vous fuis, bois charmans.;1
1070;28;Air : Vaud . de l'Ours et le Pacha.;4083;Air : Vaud. de l'Ours et le Pacha.;1
1070;29;Air : Mon coeur à l'espoir s'abandonne .;4187;AIR : Mon cœur à l'espoir s'abandonne.;1
1070;30;Air du premier prix.;4266;AIR du Premier Prix.;1
1070;31;Air du pas redoublé .;4310;AIR du Pas redoublé.;1
1070;32;Air :=Il me faudra quitter l'Empire.;4400;AIR : Il me faudra quitter l'empire.;1
1070;33;Air de la Vieille,;4653;AIR de la Vieille.;1
1070;34;CHOEÚR .=Air de la contredanse de la Fiancée .;4747;AIR de la Contredanse de la Fiancée.;1
1070;35;Air : J'ai trop pleuré.;5021;AIR : J'ai trop pleuré.;1
1070;36;Air : Contredanse de la fiancée .;5201;AIR : Contredanse de la Fiancée.;1
1070;37;Air : Je suis comme le solitaire ( de la carricature ).;5273;Air : Je suis comme le solitaire (de la carricature).;1
1070;38;Air : Restez , restez , troupe jolie .;5405;AIR : Restez, restez, troupe jolie.;1
1070;39;Air : Entendez - vous, c'est le tambour.;5627;AIR : Entendez-vous, c'est le tambour.;1
1070;40;Air : Vaudeville des maris ont tort .;5723;AIR : Vaudeville des Maris ont tort.;1
1070;41;Air : Ce titre de soldat m'honore .;5933;AIR : Ce titre de soldat m'honore.;1
1070;42;CHOEUR .=Air : Moi, j'aime la danse.;6033;AIR : Moi, j'aime la danse.;1
1070;43;Air de la Laitière de Montfermeil.;6189;AIR de la Laitière de Montfermeil.;1
1070;44;Air du Vétéran . (du Cirque ).;6313;Air du Vétéran. (du Cirque).;1
1070;;CHOEUR , en dansant.;6331;;0
1070;;CHOEUR .;6353;;0
1070;;CHOEUR , en dansant.;6369;;0
1070;45;Air : Étre aiinée , est mon seul désir ,;6449;AIR : Être aimée, est mon seul désir.;1
1070;46;Air : Meris lui seul a quitté le village.;6669;AIR : Mœris lui seul a quitté le village.;1
1070;47;Air de Lantara .;6819;AIR de Lantara.;1
1070;48;CHOEUR .=Air : Valse de Robin des bois,;6899;AIR : Valse de Robin des Bois.;1
1070;49;Air : Epour imprudent, fils rebelle.;7025;AIR : Époux imprudent, fils rebelle.;1
1070;50;Air de Garrick .;7331;AIR de Garrick.;1
1070;51;Air : J'ai vu de notre Roi.;7533;Air : J'ai vu de notre Roi.;1
1070;;CHOEUR D'ÉLÈVES;7666;;0
1070;52;Air : Vaudeville des Grisettes .;7668;Air : Vaudeville des Grisettes.;1
1070;53;Air nouveau de M. Roger.;7953;Air nouveau de M. Roger.;1
1070;54;Air : Reviens à moi . ( Romagnési ).;8033;Air : Reviens à moi. (Romagnési).;1
1070;55;Air : De la petite Mendiante . (de Romagnési ) .;8209;Air : De la petite Mendiante. (de Romagnési).;1
1070;56;Air : A soixante ans .;8307;AIR : À soixante ans.;1
1070;57;Air : de Yelva .;8437;Air : de Yelva.;1
1070;58;Air de la Rosière de Hartwell .;8707;AIR de la Rosière de Hartwell.;1
1070;59;Air : Berce mon amie . ( de l'Ilusion ).;8743;Air : Berce mon amie. (de l'Ilusion).;1
