id_work;isAir;idAir;title;line;best-candidate-title;
1120;1;1;AIR : Alerte ! alerte !;168;AIR : Alerte ! alerte !
1120;1;2;AIR : Rendez-moi mon écuelle de bois.;229;AIR : Rendez-moi mon écuelle de bois.
1120;1;3;AIR : Vaudeville de l'Anonyme.;351;AIR : Adieu bonheur.
1120;0;;AIR : Ça n'dur'ra pas toujours.;366;;
1120;1;4;AIR : Flon ! flon ! flon ! larira dondaine !;394;AIR : Adieu bonheur.
1120;1;5;AIR : On dit que je suis sans malice.;426;AIR : On dit que je suis sans malice.
1120;0;;AIR de la Mansarde des Artistes.;449;;
1120;1;6;AIR du Premier Pas.;479;AIR du Premier Pas.
1120;1;7;AIR : Vaudeville des Maris ont tort.;574;AIR du Vaudeville des maris ont tort.
1120;0;;AIR de Turenne.;597;;
1120;1;8;AIR : Vaudeville de Haine aux femmes.;744;AIR du Vaudeville de Haine aux femmes.
1120;0;;AIR : Vaudeville de Partie et Revanche;771;;
1120;1;9;AIR: Vous qui d'amoureuse aventure.;830;AIR : Vous qui d'amoureuse aventure.
1120;0;;AIR : De Fanchon.;847;;
1120;1;10;AIR : Vaud. des Frères de lait.;912;AIR des Frères de lait.
1120;1;11;AIR : de l'Artiste.;946;AIR de l'Artiste.
1120;0;;AIR : Connaissez mieux le grand Eugène.;966;;
1120;1;12;CHŒUR.=A l'instant, nous entrons en masse;985;AIR : Ah ! ça va bien.
1120;1;13;AIR : de Préville et Taconnet.;1059;AIR de Préville et Taconnet.
1120;1;14;AIR : Walse des Comédiens (de Miller).;1184;AIR : Adieu bonheur.
1120;1;15;CHŒUR.=AIR : Vive l'Italie.;1219;AIR : Vive, vive l'Italie !
1120;0;;AIR : J'arrivons de not' village.;1238;;
1120;1;16;AIR : Vaudeville de la Petite Gouvernante.;1330;AIR de la Petite Gouvernante.
1120;1;17;AIR : On y va ! on y va !;1577;AIR : On y va ! on y va !
1120;1;18;AIR : Je ne veux pas qu'on me prenne.;1630;AIR : Je ne veux pas qu'on me prenne.
1120;1;19;AIR du Matelot (de Mme Pauline Du Chambge.);1712;AIR du Matelot.
1120;0;;AIR : A soixante ans on ne doit pas remettre.;1742;;
1120;1;20;AIR :=Les tyrans plébéiens et les rois absolus;1768;AIR : Les tyrans plébéiens et les rois absolus.
1120;0;;AIR : Venez, charmantes bayadères;1792;;
1120;1;21;AIR de l'Angelus.;1858;AIR de l'Angélus.
1120;1;22;AIR des Cancans.;1909;AIR des Cancans.
1120;0;;CHŒUR.;1917;;
1120;0;;CHŒUR.;1928;;
1120;0;;CHŒUR.;1938;;
1120;1;23;CHŒUR.=Espérons, etc.;1949;AIR : Allons, mon père, etc.
1120;0;;CHŒUR.;1958;;
1120;0;;CHŒUR.;1969;;
1120;1;24;CHŒUR.=Espérons, etc.;1986;AIR : Allons, mon père, etc.
