01;1;CHŒUR.=Air de M. Marius Boullard.;378;('Air de M. Boullard.', 95);1
01;2;Air de M. Marius Boullard.;842;Air de M. Boullard.;1
01;3;Ain de M. Codés.;1131;;1
01;4;CHŒUR. *=Ain : de Marius Boullard.;1437;['Air de M. Boullard.'];1
01;5;Air : de M. Marius Roullard.;1657;['Air de M. Boullard.'];1
01;6;Air: de M. Marius Boullard.;2031;['Air de M. Boullard.'];1
01;7;AiR: De M. Marius Boullard.;2502;('Air de M. Boullard.', 95);1
01;8;Ain : du premier acle.;2553;;1
01;9;CHŒUR=Air: Nouveau de M. Marius Boullard.;2641;['Air de M. Boullard.'];1
01;10;(CHŒUR DE FEMMES *.;2703;;1
01;11;Air: de M. Marius Bouffard.;2705;['Air de M. Boullard.'];1
01;12;CHŒUR.=C'est à Mabille, etc,;2723;;1
01;13;CHŒUR,=~ C'est à Mabille, etc.;2739;;1
01;14;Air : de M. Marius Boullard.;2855;['Air de M. Boullard.'];1
01;15;CHŒUR.=Oh! oui-dat;2863;;1
01;16;CHOEUR.=Ah! oui-dal;2903;;1
01;;CHŒUR;2998;;0
01;17;Air de M. Cœdés.;2999;;1
01;18;Ain : de M. Marius Boullard.;3793;['Air de M. Boullard.'];1
01;19;CHŒUR.=Air : de M. Marius Boullard.;3901;;1
01;20;CHOEUR *.=At : de M. Marius Boullard.;3939;['Air de M. Boullard.'];1
01;21;Air: de M. Marius Boullard.;4324;['Air de M. Boullard.'];1
01;22;Atn: de M. Marius Boullard.;4819;['Air de M. Boullard.'];1
01;23;CHOEUR.=Arn : de M. Marius Boullard.;5025;['Air de M. Boullard.'];1
01;24;Air : de M. Marius Boullard.;5436;['Air de M. Boullard.'];1
01;;CHŒUR.;5580;;0
01;;Air précédent.;5582;;0
01;;COUPLET FINAL.;5648;;0
01;;AIR  Du premier acte.;5650;;0
03;;Aïe |;242;;0
03;;Aïe !...;1084;;0
03;;Aïe !;2855;;0
03;;Aïe! (Bas.) Tu as parlé ?;3196;;0
03;;Aïe! (Haut.}) Hé bien! oui, je l'avoue! C'est moi, qui ai;4335;;0
04;;Aïe!;3283;;0
04;;Aïe! oh! que c'est bête!;3540;;0
07;;Aie!... (A part.) Ah !... non, en voilà assez !...;2043;;0
08;;` Aie! | |;4201;;0
10;;Aïe ! Qu’est-ce que font ces épées dans la mairie ?;995;;0
10;;Aie !… Ah ! là ! là !;1437;;0
100;1;Air nouveau de M. KERIESEL;62;Air nouveau de M. KERIESEL";1
100;2;Air. nouveau dé M. KERESEL;82;Air nouveau de M. KERIESEL";1
100;3;AIR : Quand vous verrez tomber.;184;Air : Quand vous verrez tomber;1
100;4;AIR :=J'ai des nerfs comme une femme,;395;Air : J'ai des nerfs comme une femme;1
100;5;ÀIR :=Ma fille veut être aquetrice, `;482;Air : Ma fille veut être actrice;1
100;6;ÂIR :=Ah! c’est trop d fable f;710;Air : Ah! C'est trop de fable;1
100;7;ÀIR:=Au fond, le mien était bonhomme,;754;AIR : Tenez moi je suis un bonhomme.;1
100;8;AIR :=Les enfants de la Canebière,;942;Air :  Les enfants de la Canebière;1
100;9;AIR :=Vous le voyez, je renonce à la gloire,;1201;Air : Vus le voyez, je renonce à la gloire;1
101;1;AIR=Source gallica.bnf.fr / Bibliothèque nationale de France;8;AIR : Ah ! de quel souvenir affreux.;1
101;;ÀIR : AR rester, troupe jolie.;620;;0
101;;Âln nouveau da M, More;868;;0
101;;Aïn : En proie au chagrin qui me tue, (Gardes-Marine, };1381;;0
101;;Ala CS heure..,car, Dieu merci, Lu es un homme maintenant...;1465;;0
101;;Ain d'Aristippe.;1517;;0
101;;Air de T'éniers.;2379;;0
101;;Air de l’Aveu d'une femme (Amédée de Beauplan).;2861;;0
101;;. Arr : J'en guette un petit de mon âge.;3125;;0
101;;Ain : Pitié, madame, (Loïsa Puget.);4149;;0
101;;Ain: Sous le chaume qui m'a vu naître, ( GRO dé;4617;;0
102;1;Arr de Partie et revanche,;179;AIR de Partie et Revanche.;1
102;2;CHOEUR. |=Clouide. |;685;CHOEUR.;1
102;;| Atn: >" * | !;1018;;0
102;3;Arn dle Vouloir c'est pouvoir,;1838;Air de Vouloir c'est pouvoir;1
102;4;Arn: Dans vatre demenre, avorsrnians A;1916;Air : Dans votre demeure;1
102;5;Ain: Prenda la raison pour guide,;2615;Air : Prendra la raison pour guide;1
102;6;Ain des Amarôncs.;3099;Air des Amazônes.;1
102;7;CHOEUR FINAL.;3220;Final.;1
102;8;Asa : Pour le trouver, j'arrive en Alleriagne, (Yatva.);3230;AIR : Pour le trouver j'arrive en Allemagne (d'YELVA).;1
103;1;Ain de Céline.;502;AIR de Céline.;1
103;2;Aun : Son RORI,;737;Air :;1
103;3;Ain de d'Artiste.;948;AIR de l'Artiste.;1
103;4;Air des Frères de lait.;1370;AIR des Frères de lait.;1
103;5;Ain du Pré aux Clercs,;1854;Air du Pré aux Clercs;1
103;6;Arn d’ Yelva,;1902;AIR d'Yelva.;1
103;7;Ain: L'aven d'une femme (Amédée de Beauplan).;1996;Air : L'aveu d'une femme (Amédée de Beauplan);1
103;8;Ain : Elle à plerré (M, de la Guériviere),;2714;Air : Elle a pleuré.;1
103;9;Ain : Aux braves hussards du denxitme.;3384;AIR : Au brave hussard du deuxième.;1
104;1;Ain de Céline.;502;Air de Céline.;1
104;2;Aun : Son RORI,;737;Air:;1
104;3;Ain de d'Artiste.;948;AIR de l'Artiste.;1
104;4;Air des Frères de lait.;1370;AIR des Frères de lait.;1
104;5;Ain du Pré aux Clercs,;1854;Air du Pré aux Clercs;1
104;6;Arn d’ Yelva,;1902;AIR d'Yelva.;1
104;7;Ain: L'aven d'une femme (Amédée de Beauplan).;1996;Air : L'aveu d'une femme (Amédée Beauplan);1
104;8;Ain : Elle à plerré (M, de la Guériviere),;2714;Air : Elle a pleuré.;1
104;9;Ain : Aux braves hussards du denxitme.;3384;AIR : Au brave hussard du deuxième.;1
106;1;Air d'Yelva.;712;AIR d'Yelva.;1
106;2;Air d'Arishippe.;795;AIR d'Aristippe.;1
106;3;Air : Vaudeville de Papothicaire.;893;Air du Vaudeville de l'Apothicaire.;1
106;4;Aur de la Robe et les Bottes.;1344;AIR de la Robe et les Bottes.;1
106;;Ass, |;1813;;0
106;5;CHOEUR.=S s disiez vrai, mademoiselle (Pensionnaire;2915;;1
106;6;CHOEUR FINAL,;3864;;1
106;7;Air du Chœur final de Dieu vous bénisse (Palais-Royal).;3866;Chœur final de Dieu vous bénisse (Palais-Royal);1
107;1;Air. Ah! ah! 110!;562;AIR : ah ! ah !;1
107;2;Ain.=I Bientôt la vive ritournelle;712;Air : Bientôt la vive ritournelle;1
107;3;Ain & valse de Mikachis;1274;Air de Michel et Christine.;1
107;4;Ain : d’Anstippe.;2953;Air : d'Aristippe.;1
108;1;Aun , Prenons garde ,silence (Graine de Lin }. a : s s;74;Air : Prenons garde;1
108;2;Ain : du Dieu et la Bayadére,;284;Air : du Dieu et la Bayadère.;1
108;;| Aïe !..… (Haut.) Ca peut être!... Après out,;938;;0
108;3;Air y de $6 moins un.;1505;;1
108;4;Ain de Dorhe daas l'rtase,;2360;Air de Doche;1
108;5;Aus final du premier acte de d'Hôtel de Rambouills,;2442;Air final du premier acte de d'Hôtel de Rambouillet;1
108;6;Ain : on siège de Corinthe.;2677;AIR : Du Siège de Corinthe.;1
108;7;Ain : Inésille , qu'elle est gentille, { Domino noir, };3009;;1
108;8;Aun : Loi nous accourons, Hosper ca;4062;;1
108;9;Aun : Le trouble et la frayeur, smart. du Domino Nair. |;4189;Air : Le trouble et la frayeur (du Domino Noir);1
108;10;Ain: dé l'Orpheline (Loisa Puget).;4564;Air: de l'Orpheline (Loïsa Puget);1
108;11;Ain de M: Doche dans l'Estat. ,;5517;Air de M. Doche;1
108;12;Aun : De votre bonté généreuse.;5847;AIR : De votre bonté généreuse.;1
109;1;Are du Veudus;1012;Air du Vendu;1
109;2;Aus : Sonnons.;1144;Air : Sonnons;1
109;3;Ara de Doche.;1689;AIR de Doche.;1
109;;Aïe! aïe!;1928;;0
109;4;Aus de Doche, z;2109;AIR de Doche.;1
109;5;Arn : Connaissez mieux le grand Eugène,;2275;Air : Connaissez mieux le grand Eugène.;1
109;6;Ain de l'Extase.;2345;Air de l'Estat;1
109;7;Ain : Elle est folle.;2695;Air : Elle est folle;1
109;8;Ain : combien j'ai douce souvenance,;2939;Air : Combien j'ai douce souvenance;1
109;9;Amn: Mais n'est-ce pirs la ritournelle,;2968;Air : Mais n'est-ce pire la ritournelle;1
109;10;Ain de Doce.;3477;AIR de Doche.;1
109;11;Ain: À bientôt, au revoir.;3892;Air : À bientôt, au revoir.;1
109;12;Aus de Colalte,;4394;AIR de Colalto.;1
109;13;Ain : Sonnez.;4428;AIR : Sonnez, sonnez, sonnez cors et musettes !;1
11;;Aïe !;1853;;0
110;1;Air: Romance de Follette, (4 ZAys;148;AIR : Romance de Ketly.;1
110;2;Air: des Farfadets.;272;Air : des Farfadets;1
110;3;Air : de la Polka,;324;Air : de la Polka;1
110;4;Air : de la jolie fille de Gand.;636;Air : de la jolie fille de Gand.;1
110;5;Air I vaudevillefde l'Apothicuire.;809;Air du Vaudeville de l'Apothicaire.;1
110;6;Air : Restez, die jtoupe jolie.;1055;AIR : Restez, troupe jolie.;1
110;7;Air . de Téniers,;1254;AIR : De Téniers.;1
110;8;Air: Serait-ce l'ami que sans cesse, virile à Bedlam.;1437;Air : serait-ce l'ami que sans cesse (Bedlam);1
110;9;Air : nouvenu de M. À. Doche,.;1602;AIR nouveau de M. Doche.;1
110;10;Air : de M. A. Doche.;1752;AIR de M. Doche.;1
110;11;Air : de M. À, Doche, un mysiere.;1829;Air de M. Doche.;1
110;12;Air : de la Sirène.;1880;Air e la Sirène;1
110;13;Air : J'en guette un petit de mon âge.;1963;AIR : J'en guette un petit de mon âge.;1
110;14;Air: du Dieu et la Baradère.;2107;AIR du Dieu et la Bayadère.;1
110;15;Air : Rien de plus charmant, Srian. ikat sun;2246;Air : C'est charmant.;1
110;16;Air: de l'Angélus,;2342;AIR de l'Angélus.;1
110;17;Air : de Micheline.;2373;Air : de Michelin;1
110;18;Air: da Psyché.;2433;AIR de Psyché.;1
110;19;Air : à l'âge heureux de 14 ans.;2525;AIR : À l'âge heureux de quatorze ans.;1
110;20;Air « du Carlin de la sie :;2584;AIR de Carline.;1
111;;Aïe ! mais quoi donc? Mais quoi?;3224;;0
113;1;Aie Rouen, rtea, troupe jolie.;411;Air : Restez, restez, troupe jolie.;1
114;1;Air : Du Juth galant, U;350;Air : Ce luth galant.;1
114;;„AJA. Vous m'avez parlé de jolis garçons et;830;;0
114;2;Air: : de Wallace, . HUE;1293;Air de Wallace.;1
114;3;Air : Je loge au quatrième étages;1675;AIR : Je loge au quatrième étage.;1
114;4;Air : de Gastibelza, =;1831;Air de Gastibelza;1
114;5;Àir : De Lantara (h que de chagrin dans la vie);1870;Air : Ah ! que de chagrins dans ma vie.;1
114;6;Air% Adieu, je vous fuis bois charmant,” 4;2200;AIR : Adieu, je vous fuis, bois charmant.;1
114;;: AJA (allant à la glace). C'est drôle, je m'étais;2646;;0
114;7;-> Air.: De sommeiller encore ma chère, sa ;3270;AIR : De sommeiller encore.;1
