1033;1;Air du Vaudeville du Baiser au porteur.;260;AIR du Vaudeville du Baiser au Porteur.;1
1033;2;Air du Fleuve de la vie .;405;AIR du Fleuve de la vie.;1
1033;3;Air du Verre .;481;AIR du Verre.;1
1033;4;AIR : Amis , voici la riante semaine .;725;AIR : Amis, voici la riante semaine.;1
1033;5;Air d'Aristippe .;829;AIR d'Aristippe.;1
1033;6;Air de Caleb .;895;AIR de Caleb.;1
1033;7;Air de la Floretta .;1149;AIR de la Floretta.;1
1033;8;AJR du Barbier . .;1203;AIR du Barbier…;1
1033;9;AIR : T'en souviens - tu ?;1620;AIR : T'en souviens-tu.;1
1033;10;AIR : Vaudeville de Partie carrée.;1997;AIR : Vaudeville de Partie carrée.;1
1033;11;AIR : Adieu donc, adieu , madame.;2100;AIR : Adieu donc, adieu, madame.;1
1033;12;Air de Préville et Taconnet.;2134;AIR de Préville et Taconnet.;1
1033;13;Air de Céline .;2260;AIR de Céline.;1
1033;14;AIR : Dormons , mon fils, sans éveiller personne .;2538;AIR : Dormons, mon fils, sans éveiller personne.;1
1033;;CHOEUR ET MORCEAU D'ENSEMBLE .;2628;;0
1033;15;Air nouveau de M. Charles Tolbecque .;2630;AIR nouveau de M. Charles Tolbecque.;1
1033;16;CHOEUR=Pour que la fête;2762;[];1
1033;17;CHOEUR=!;2897;[];1
1033;18;Air de l'Angelus.;3095;AIR de l'Angelus.;1
