id_work;isAir;idAir;title;line;best-candidate-title;
1017;1;1;couplets .;104;AIR : Mon cher enfant, oui, tu fus bien coupable.
1017;1;2;AIR : Muse des bois .;714;AIR : Accourez tous, venez m'entendre.
1017;1;3;Air : Vaudeville de la Robe et les Bottes.;1133;AIR du Vaudeville de la Robe et les Bottes.
1017;1;4;AIR de Colalto .;1419;AIR de Colalto.
1017;1;5;FINAL .=ENSEMBLE .;2188;AIR : Quand nous y vivions ensemble.
1017;0;;Air du Comte Ory ( te! qu'il est à la fin du premier acte de Malvina :;2192;;
1017;1;6;Air d ' Aristippe .;2320;AIR d'Aristippe.
1017;1;7;Air : Connaissez -vous le grand Eugène ?;2406;AIR : Adieu bonheur.
1017;1;8;Air de l’Angélus.;2571;AIR de l'Angélus.
1017;1;9;AIR de Teniers .;2659;AIR de Téniers.
