1067;1;Arr : Ces postillons sont d'une maladresse .;180;AIR : Ces postillons sont d'une maladresse.;1
1067;2;Air du vaudeville des Frères de lait .;771;Air du Vaudeville des Frères de lait.;1
1067;3;Air de l'Artiste.;1200;AIR de l'Artiste.;1
1067;4;AIR : Doux momens .;1328;AIR : Doux momens.;1
1067;5;Air : Ah ! que de chagrins dans la vie .;1470;AIR : Ah ! que de chagrins dans la vie !;1
1067;6;AIR : Epoux imprudent, fille rebelle.;1641;AIR : Époux imprudent, fille rebelle.;1
1067;7;Air du Philtre .;1779;AIR du Philtre.;1
1067;8;Air d'Arwed (de Doche ).;2212;Air d'Arwed (de Doche).;1
1067;9;Air du Barbier.;2428;AIR du Barbier…;1
1067;10;AIR : Eh ! lon lan la , sous mon vieux chêne .;3059;AIR : Eh ! lon lan la, sous mon vieux chêne.;1
