id_work;isAir;idAir;title;line;best-candidate-title;
1002;1;1;AIR : J'ai d ' l'argent.;227;AIR : J'ai d' l'argent.
1002;1;2;Air de Julie .;463;AIR de Julie.
1002;1;3;AIR : Vivent les garçons , mes amis .;598;AIR : Vivent les garçons, mes amis.
1002;1;4;AIR : Je commence à m'appercevoir ..;698;AIR : Adieu bonheur.
1002;1;5;AIR : Dis -moi , t'en souviens - tu ?;1030;AIR : Adieu bonheur.
1002;1;6;Air du Vaudeville de Turenne .;1353;AIR du Vaudeville de Turenne.
1002;1;7;AIR : Ce magistrat irréprochable.;1471;AIR : Le magistrat irréprochable.
1002;1;8;AIR : En attendant.;1527;AIR : En attendant.
1002;1;9;AIR : Dans la chambre où naquit Molière,;1598;AIR : Adieu bonheur.
1002;1;10;AIR : Ce pauvre Macloud .;1636;AIR : Ce pauvre Macloud.  Il est bêt' comme tout !
1002;1;11;AIR : Qu'il est flatteur d'épouser celle .;2063;AIR : Adieu bonheur.
1002;1;12;Air du Vaudeville des Frères de lait .;2223;AIR : Adieu bonheur.
1002;1;13;AIR : Dans la Vigne à Claudine,;2350;AIR : Dans la Vigne à Claudine.
1002;1;14;AIR : Le briquet frappe la pierre.;2589;AIR : Le briquet frappe la pierre.
1002;1;15;AIR : Chæur final de l'Homme de soixante ans.;2798;AIR : Adieu bonheur.
1002;1;16;AIR : Je n'ai pas vu ces bosquets , etc.;2812;AIR : Je n'ai pas vu ces bosquets de lauriers.
