1032;1;AIR : Vaudeville de la Somnambule .;192;AIR : Vaudeville de la Somnambule.;1
1032;2;Arr : Un homme pour faire un tableau .;328;AIR : Un homme pour faire un tableau.;1
1032;3;Air du Siège de Corinthe.;561;AIR du Siège de Corinthe.;1
1032;4;Aia : Le choix que fait tout le village.;761;AIR : Le choix que fait tout le village.;1
1032;5;AIR du Vaudeville de l'Actrice.;863;AIR du vaudeville de l'Actrice.;1
1032;6;Arr : Ce que j'éprouve en vous voyant .;1049;AIR : Ce que j'éprouve en vous voyant.;1
1032;7;Air : Je n'ai point vu ces bosquets de lauriers.;1115;AIR : Je n'ai point vu ces bosquets de lauriers.;1
1032;8;AIR : Prenons d'abord l'air bien méchant.;1299;AIR : Prenons d'abord l'air bien méchant.;1
1032;9;AiR : J'en guette un petit de mon âge.;1668;AIR : J'en guette un petit de mon âge.;1
1032;;CHOEUR GÉNÉRAL .;1928;;0
1032;10;Air de la Marche du prince de Grenade ( Robert - le - Diable .);1930;AIR de la Marche du prince de Grenade (Robert-le-Diable.);1
1032;11;AIR de Partie carrée .;2148;AIR de Partie carrée.;1
1032;12;AIR : Vaudeville des Mémoires d'un colonel.;2276;AIR : Vaudeville des Mémoires d'un colonel.;1
1032;13;AIR : Du Fleuve de la vie .;2472;AIR : Du Fleuve de la vie.;1
1032;14;Air de Téniers.;2602;AIR de Téniers.;1
1032;15;Air : Epoux imprudent, fils rebelle .;2812;AIR : Époux imprudent, fils rebelle.;1
1032;16;AIR : Vaudeville des Frères de lait.;3316;AIR : Vaudeville des Frères de lait.;1
1032;17;AIR : Le luth galant .;3897;AIR : Le luth galant.;1
1032;18;Ain : Je n'ai point vu ces bosquets de lauriers.;4037;AIR : Je n'ai point vu ces bosquets de lauriers.;1
