1116;1;CHOEUR=Air de l'Introduction de la Fiancée .;209;AIR de l'Introduction de la Fiancée.;1
1116;2;CHOEUR .=Air de Bonaparte à Brienne.;347;AIR de Bonaparte à Brienne.;1
1116;3;AIR : J'en guette un petit de mon âge.;437;AIR : J'en guette un petit de mon âge.;1
1116;4;Air du Pot de fleurs .;700;AIR du Pot de fleurs.;1
1116;5;AIR : Restez , restez , troupe jolie.;1003;AIR : Restez, restez, troupe jolie.;1
1116;6;Air : Faisons la paix.;1166;AIR : Faisons la paix.;1
1116;7;Air du Serment de Guillaume Tell.;1284;AIR du Serment de Guillaume Tell.;1
1116;8;AiR du Verre .;1407;AIR du Verre.;1
1116;9;Air du Vaudeville des Couturières.;1467;AIR du Vaudeville des Couturières.;1
1116;10;Air : Que d'établissemens nouveaux .;1658;AIR : Que d'établissemens nouveaux.;1
1116;11;AIR : Un homme pour faire un tableau .;1713;AIR : Un homme pour faire un tableau.;1
1116;12;AIR : Ah ! de quel souvenir affreux ( des Visitandines ).;1782;AIR : Ah ! de quel souvenir affreux (des Visitandines).;1
1116;13;AIR : L'amour un jour, etc. (de la Demoiselle à marier.);1829;AIR : L'amour un jour, etc. (de la Demoiselle à marier.);1
1116;14;CHOEUR .=AIR de la Marche de Marie ,;2033;AIR de la Marche de Marie.;1
1116;15;Air : Cessez de vous en défendre .;2423;Air : Cessez de vous en défendre.;1
1116;16;Air de Téniers,;2669;AIR de Téniers.;1
1116;17;CHOEUR .=Air du finale du vieux Mari.;2839;Air du finale du vieux Mari.;1
1116;18;TRIO .=AGLAÉ , NATHALIE , LAURE .;2850;[];1
1116;19;Air d'un bouquet de Romarin .;2852;AIR d'un bouquet de Romarin.;1
